"mora","atraso","vivienda","edad","dias_lab","exp_sf","nivel_ahorro","ingreso","linea_sf","deuda_sf","score","zona","clasif_sbs","nivel_educ","exp_sf_clean","linea_sf_clean","deuda_sf_clean","nivel_educ_clean","vivienda_clean","zona_clean","exp_sf_outlier","linea_sf_outlier","deuda_sf_outlier"
0,2,"PROPIA",38,4534,NA,12,2200,1000,2191.17,211,"Huanuco",0,"SECUNDARIA",20,1000,0,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",28,4386,3,12,3800,5404.23,3314.83,219,"Lima",2,"UNIVERSITARIA",3,5404.23,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",33,5240,12,12,5600,36200,16382.84,219,"Lima",2,"UNIVERSITARIA",12,36200,0,"Alta","Propia","Lima",FALSE,TRUE,FALSE
0,2,"PROPIA",23,4904,NA,12,800,NA,2280.88,211,"Lima",0,"TECNICA",20,0,0,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",44,6456,NA,12,2100,NA,0,168,"Lima",0,"TECNICA",20,0,0,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",31,3717,6,12,900,NA,2090.34,194,"Lima",0,"TECNICA",6,0,0,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",49,8343,NA,0,2000,2104.39,1189.17,185,"Lima",0,"UNIVERSITARIA",20,2104.39,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",39,3868,NA,12,1148.31,NA,1279.78,196,"Junin",0,"TECNICA",20,0,0,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",29,4629,24,12,1604.5,2199,0,180,"Lima",0,"TECNICA",24,2199,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",24,3991,NA,12,1511.16,NA,7953.25,151,"Pasco",0,"SECUNDARIA",20,0,0,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,2,"FAMILIAR",25,4995,NA,12,1266.15,NA,4947.87,156,"Lima",0,"TECNICA",20,0,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",32,4598,NA,12,950,979.17,3876.3,175,"Ica",0,"TECNICA",20,979.17,0,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,1,"PROPIA",22,4136,NA,12,967.18,1840,0,175,"Lima",0,"TECNICA",20,1840,0,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
0,2,"FAMILIAR",36,7492,NA,12,1200,NA,1862.32,170,"Lima",0,"TECNICA",20,0,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",28,4492,NA,12,801.49,NA,951.03,175,"Lima",0,"TECNICA",20,0,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",40,5847,22,0,750,547.47,0,203,"Callao",0,"TECNICA",22,547.47,0,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,2,"PROPIA",32,6335,NA,12,1980,NA,12203.76,199,"La Libertad",0,"TECNICA",20,0,0,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",27,4570,13,12,1400,765.88,2523.65,174,"Lima",0,"UNIVERSITARIA",13,765.88,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",27,5506,31,12,736.93,2238.58,0,169,"Lima",0,"TECNICA",31,2238.58,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,13,"FAMILIAR",50,5635,NA,0,1160,NA,0,186,"Lima",1,"UNIVERSITARIA",20,0,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",40,4782,93,12,2500,8262,5134.2,197,"Lima",0,"UNIVERSITARIA",93,8262,0,"Alta","No Propia","Lima",TRUE,FALSE,FALSE
0,2,"PROPIA",45,4448,NA,12,2100,4450,18010.11,229,"Piura",0,"UNIVERSITARIA",20,4450,0,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",49,10108,8,12,4400,207.96,1398.16,195,"Lima",0,"UNIVERSITARIA",8,207.96,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",25,4083,NA,12,1524.72,3690,5796.72,184,"Lima",0,"SECUNDARIA",20,3690,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,2,"FAMILIAR",31,5117,NA,12,1300,1900,4454.31,175,"Lima",1,"TECNICA",20,1900,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,1,"FAMILIAR",31,4843,10,12,1350,NA,1770.29,175,"Lima",0,"TECNICA",10,0,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,2,"PROPIA",41,4660,NA,12,1200,NA,2103.24,199,"La Libertad",4,"TECNICA",20,0,0,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
0,32,"FAMILIAR",32,6548,66,12,1680,2544.2,0,209,"Lima",2,"UNIVERSITARIA",66,2544.2,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",40,4570,61,12,2900,5172.05,1685.48,216,"Callao",0,"UNIVERSITARIA",61,5172.05,0,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
0,2,"PROPIA",32,4509,NA,12,1324.67,NA,2609.61,196,"Huancavelica",0,"TECNICA",20,0,0,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"PROPIA",24,4570,44,12,5050,12510.24,390.01,209,"Lima",0,"TECNICA",44,12510.24,0,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
0,33,"PROPIA",40,9439,80,0,19500,19729.88,3055.31,230,"Lima",2,"UNIVERSITARIA",80,19729.88,0,"Alta","Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",44,9378,NA,0,2000,2698.28,10326.06,204,"Lima",0,"UNIVERSITARIA",20,2698.28,0,"Alta","Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",28,4813,14,12,1800,2911.91,0,202,"Lima",0,"UNIVERSITARIA",14,2911.91,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,9,"FAMILIAR",25,5148,23,4,2500,2681.32,260.23,206,"Lima",0,"UNIVERSITARIA",23,2681.32,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",29,4690,14,12,5600,251.77,340.72,214,"Junin",0,"UNIVERSITARIA",14,251.77,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",35,4598,NA,12,1400,NA,7833.49,199,"Cajamarca",0,"TECNICA",20,0,0,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",29,4964,48,12,6989.4,16399.64,0,193,"Lima",1,"UNIVERSITARIA",48,16399.64,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,9,"FAMILIAR",27,3899,19,12,2224.3,14100.17,4005.58,200,"Callao",2,"UNIVERSITARIA",19,14100.17,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",31,5087,15,12,3100,515.88,196.58,201,"Puno",0,"UNIVERSITARIA",15,515.88,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,2,"FAMILIAR",51,4539,NA,12,1200,2850,1042.89,188,"Lima",1,"UNIVERSITARIA",20,2850,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",52,4629,NA,12,2800,3191.15,0,214,"Lima",0,"TECNICA",20,3191.15,0,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",38,4264,9,7,1350,5505.04,389.15,185,"Lima",0,"UNIVERSITARIA",9,5505.04,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",41,5605,36,12,1787,7780.68,2560.06,204,"Lima",0,"TECNICA",36,7780.68,0,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",33,6000,79,12,5200,3084.13,1078.39,225,"Lima",0,"UNIVERSITARIA",79,3084.13,0,"Alta","Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",40,6456,NA,12,2100,2327.28,0,216,"Lima",1,"TECNICA",20,2327.28,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",36,7431,NA,12,2500,NA,7574.82,187,"Ancash",0,"TECNICA",20,0,0,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,8,"FAMILIAR",37,3868,11,10,10500,86975.05,7484.61,216,"Lima",1,"UNIVERSITARIA",11,86975.05,0,"Alta","No Propia","Lima",FALSE,TRUE,FALSE
0,0,"FAMILIAR",60,5301,78,0,857.36,745.6,0,172,"Arequipa",1,"UNIVERSITARIA",78,745.6,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",29,4233,NA,12,1550,4148.18,0,177,"Lima",0,"TECNICA",20,4148.18,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,18,"FAMILIAR",37,4598,13,0,3200,14175.49,1907.22,196,"Lima",1,"UNIVERSITARIA",13,14175.49,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",29,4264,NA,12,1362.9,NA,434.6,196,"Ica",3,"TECNICA",20,0,0,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",37,3991,NA,12,3249.43,NA,7328.63,182,"Lima",0,"TECNICA",20,0,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,2,"FAMILIAR",33,4086,NA,12,2152,14018.38,6511.45,192,"Ucayali",1,"TECNICA",20,14018.38,0,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",27,3352,12,12,1207.65,NA,6508.35,169,"Lima",0,"TECNICA",12,0,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"ALQUILADA",34,3764,53,1,7055,30053.51,57094.38,175,"Lima",1,"TECNICA",53,30053.51,0,"Media o menos","No Propia","Lima",FALSE,TRUE,FALSE
0,0,"FAMILIAR",38,4386,NA,12,1182.36,2180.72,1733.79,177,"Callao",3,"TECNICA",20,2180.72,0,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",28,6456,NA,12,1500,6365.69,6276.19,177,"Lima",1,"TECNICA",20,6365.69,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",23,3534,NA,12,1017.03,750,579.23,173,"Callao",0,"TECNICA",20,750,0,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",23,3846,NA,12,944.29,5598.05,258.87,156,"Callao",0,"TECNICA",20,5598.05,0,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,8,"FAMILIAR",29,4570,57,2,2111,7442.55,206.86,207,"Lima",1,"UNIVERSITARIA",57,7442.55,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",24,3840,NA,12,2506.18,NA,3419.02,181,"Lima",0,"UNIVERSITARIA",20,0,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",46,6456,87,12,13500,19479.76,7942.84,228,"Lima",4,"TECNICA",87,19479.76,0,"Media o menos","Propia","Lima",TRUE,FALSE,FALSE
0,32,"PROPIA",32,4782,14,12,1200,NA,0,194,"Junin",2,"TECNICA",14,0,0,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",23,3687,NA,12,1244.27,692.36,1302.18,156,"Lima",1,"TECNICA",20,692.36,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,2,"PROPIA",23,3840,11,12,2245.74,5104.86,18475.97,204,"Huanuco",0,"TECNICA",11,5104.86,0,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"PROPIA",25,4436,NA,12,1270.43,1200,2526.82,188,"Lima",0,"TECNICA",20,1200,0,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
0,2,"PROPIA",52,5482,NA,12,2974.96,NA,1984.65,199,"Ucayali",0,"TECNICA",20,0,0,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",34,8039,20,12,2200,276.36,23.5,216,"Lima",0,"UNIVERSITARIA",20,276.36,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,2,"FAMILIAR",29,5513,NA,12,3000,NA,2593.17,200,"Lima",0,"UNIVERSITARIA",20,0,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",27,4904,21,12,2250,149.33,0,198,"Lima",0,"TECNICA",21,149.33,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,1,"PROPIA",38,3779,NA,12,2800,NA,14918.71,213,"Ica",0,"TECNICA",20,0,0,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
0,2,"FAMILIAR",22,4417,20,12,2917.91,NA,0,177,"Lima",0,"TECNICA",20,0,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",41,5666,17,12,840,570.66,0,197,"Callao",0,"TECNICA",17,570.66,0,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",27,5817,28,0,2300,951.5,334.09,193,"Lima",0,"UNIVERSITARIA",28,951.5,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",33,5056,64,0,2951,17380.46,2221.35,200,"Piura",1,"UNIVERSITARIA",64,17380.46,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",53,6243,7,7,3000,1500,1255.49,205,"Lima",0,"UNIVERSITARIA",7,1500,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",53,10870,NA,4,4176.74,NA,5814.14,178,"Ayacucho",0,"UNIVERSITARIA",20,0,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"PROPIA",31,5909,1,12,3500,10979.62,57094.38,211,"Lima",1,"TECNICA",1,10979.62,0,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",38,4509,8,12,2639.35,5800,5.59,202,"Lima",1,"UNIVERSITARIA",8,5800,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",31,7461,11,12,7126.84,1000,205.25,192,"Callao",0,"SECUNDARIA",11,1000,0,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",37,5240,69,0,3000,5880.23,2436.61,201,"Lima",0,"UNIVERSITARIA",69,5880.23,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",44,7520,8,12,1210,5768,2331.1,181,"Lima",0,"UNIVERSITARIA",8,5768,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",55,4264,NA,12,3000,NA,4716.75,197,"Callao",0,"TECNICA",20,0,0,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,1,"FAMILIAR",25,4445,NA,12,1403.77,NA,9554.04,169,"Lima",0,"TECNICA",20,0,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,2,"FAMILIAR",32,4843,NA,12,961.34,900,2108.34,175,"Lima",1,"TECNICA",20,900,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",52,4492,NA,12,990.13,NA,3800.62,192,"Lima",0,"TECNICA",20,0,0,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",32,5878,81,12,9000,4596.04,2980.08,225,"Lima",0,"UNIVERSITARIA",81,4596.04,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",54,7186,NA,12,1800,NA,3301.49,202,"Lima",0,"SECUNDARIA",20,0,0,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
0,25,"FAMILIAR",31,4325,13,12,1698.2,2285,0,180,"Lima",1,"UNIVERSITARIA",13,2285,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,22,"FAMILIAR",41,8588,NA,12,3500,960.44,9292.34,175,"Lima",1,"UNIVERSITARIA",20,960.44,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",24,4690,8,12,900,1500,254.32,164,"Lima",0,"UNIVERSITARIA",8,1500,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",33,5179,NA,12,1650,NA,0,180,"Lima",0,"TECNICA",20,0,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",40,4721,29,12,2700,6795.9,2121.91,214,"Lima",1,"SECUNDARIA",29,6795.9,0,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
0,2,"FAMILIAR",47,4264,NA,12,3500,17100,9741.64,180,"Lambayeque",0,"UNIVERSITARIA",20,17100,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,50,"FAMILIAR",23,4904,47,12,710,500,484.3,154,"Lima",4,"TECNICA",47,500,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",31,6425,68,12,6600,14638.48,2426.45,219,"Lima",3,"UNIVERSITARIA",68,14638.48,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",49,8404,9,10,2000,16842.18,3229.93,235,"Lima",0,"TECNICA",9,16842.18,0,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",37,6943,NA,12,1000,606.2,914.72,179,"Piura",0,"TECNICA",20,606.2,0,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",34,4264,58,12,700,17672,109.09,177,"Lima",1,"UNIVERSITARIA",58,17672,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",26,5482,NA,12,2900,1057.88,418.81,201,"Lima",4,"UNIVERSITARIA",20,1057.88,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,2,"FAMILIAR",40,5970,47,12,3680,1210.8,866.89,204,"Lima",1,"TECNICA",47,1210.8,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",36,7096,9,0,4750,67853.78,1732.59,202,"Lima",0,"UNIVERSITARIA",9,67853.78,0,"Alta","No Propia","Lima",FALSE,TRUE,FALSE
0,9,"FAMILIAR",48,6456,48,12,30000,66510.12,22844.04,197,"Lima",0,"SIN EDUCACION",48,66510.12,0,"Media o menos","No Propia","Lima",FALSE,TRUE,FALSE
0,0,"FAMILIAR",30,5513,NA,12,3100,3463.73,0,185,"Lambayeque",1,"UNIVERSITARIA",20,3463.73,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",34,5176,NA,12,829.09,4467.68,567.14,196,"Lima",0,"TECNICA",20,4467.68,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",30,4417,7,12,3000,1131.53,1865.25,214,"Ica",0,"UNIVERSITARIA",7,1131.53,0,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
0,2,"FAMILIAR",30,3779,8,12,4000,3995,3664.5,200,"Callao",1,"UNIVERSITARIA",8,3995,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",30,5574,NA,1,2984.62,4668.14,2719.79,196,"Lima",0,"UNIVERSITARIA",20,4668.14,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",29,7308,78,11,3500,1800,0,211,"Lima",1,"TECNICA",78,1800,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,17,"FAMILIAR",49,5026,NA,8,2600,29864.68,0,197,"Lima",1,"TECNICA",20,29864.68,0,"Media o menos","No Propia","Lima",FALSE,TRUE,FALSE
0,0,"FAMILIAR",31,4325,16,12,1789.14,2280,598.58,192,"Lima",0,"TECNICA",16,2280,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",34,8374,88,11,29393.13,NA,0,190,"Lima",0,"UNIVERSITARIA",88,0,0,"Alta","No Propia","Lima",TRUE,FALSE,FALSE
0,0,"FAMILIAR",26,5087,NA,12,2270,NA,0,186,"Lima",0,"TECNICA",20,0,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",52,5605,NA,12,888.44,NA,3444.88,173,"Lima",0,"TECNICA",20,0,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,1,"FAMILIAR",29,3565,NA,12,1200,1804.83,2389.82,190,"La Libertad",0,"UNIVERSITARIA",20,1804.83,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,27,"FAMILIAR",33,5360,22,12,6620,7231.35,1466.23,200,"Lima",1,"UNIVERSITARIA",22,7231.35,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",41,7643,13,12,6205,260,0,205,"Lima",0,"UNIVERSITARIA",13,260,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,22,"FAMILIAR",32,5300,40,11,2555,13406.8,106.25,175,"Lambayeque",1,"UNIVERSITARIA",40,13406.8,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"PROPIA",33,5939,NA,12,2683.55,280.12,2073.88,209,"Lima",1,"TECNICA",20,280.12,0,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",31,4021,12,12,2000,8804.02,0,188,"Lima",0,"UNIVERSITARIA",12,8804.02,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",44,5209,26,0,21000,22638.17,280.45,224,"Lima",0,"UNIVERSITARIA",26,22638.17,0,"Alta","Propia","Lima",FALSE,FALSE,FALSE
0,20,"PROPIA",29,3712,10,12,974.73,900,1435.47,194,"Junin",0,"TECNICA",10,900,0,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
0,2,"FAMILIAR",45,5539,NA,12,2843.67,3519.86,6017.92,197,"Cajamarca",1,"TECNICA",20,3519.86,0,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",26,5725,28,12,7000,11735,187.03,184,"Lima",0,"TECNICA",28,11735,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,2,"FAMILIAR",37,6821,32,12,1650,600,544.72,182,"Cajamarca",0,"TECNICA",32,600,0,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",29,4295,12,11,800,NA,0,173,"Lima",0,"TECNICA",12,0,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",41,4874,27,12,2500,6151.97,0,216,"Lima",1,"TECNICA",27,6151.97,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",35,7127,30,12,2200,4834.49,1889.38,210,"Lima",1,"UNIVERSITARIA",30,4834.49,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,1,"FAMILIAR",30,3687,NA,12,2319.21,3340,12878.26,190,"Lima",3,"TECNICA",20,3340,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"FAMILIAR",28,4721,NA,12,2000,NA,4160.93,207,"San Martin",0,"UNIVERSITARIA",20,0,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,3,"FAMILIAR",38,4386,48,10,7000,22184.27,0,216,"Lima",0,"UNIVERSITARIA",48,22184.27,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,38,"FAMILIAR",36,5360,66,3,3050,NA,120.69,195,"Ica",2,"UNIVERSITARIA",66,0,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"PROPIA",30,4570,11,12,2750,2707.1,3109.59,219,"La Libertad",0,"UNIVERSITARIA",11,2707.1,0,"Alta","Propia","OTRAS",FALSE,FALSE,FALSE
0,25,"FAMILIAR",21,4144,16,12,2100,1735,480.38,195,"Ica",1,"UNIVERSITARIA",16,1735,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"PROPIA",30,3581,NA,12,2690.91,1056,14147.63,211,"Ica",0,"TECNICA",20,1056,0,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"PROPIA",53,6425,18,12,2500,4290,1446.97,216,"Lima",0,"TECNICA",18,4290,0,"Media o menos","Propia","Lima",FALSE,FALSE,FALSE
0,2,"FAMILIAR",37,5694,4,12,1390,9305.18,2729.88,177,"La Libertad",0,"TECNICA",4,9305.18,0,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,8,"FAMILIAR",29,3565,18,0,6710,24248.45,0,174,"Lima",0,"SIN EDUCACION",18,24248.45,0,"Media o menos","No Propia","Lima",FALSE,TRUE,FALSE
0,0,"PROPIA",63,8282,86,6,9180,103670.06,29137.51,213,"Lima",1,"UNIVERSITARIA",86,103670.06,0,"Alta","Propia","Lima",TRUE,TRUE,FALSE
0,0,"FAMILIAR",46,4448,NA,12,5500,NA,0,219,"Lima",0,"UNIVERSITARIA",20,0,0,"Alta","No Propia","Lima",FALSE,FALSE,FALSE
0,0,"PROPIA",43,4893,11,12,2278.74,NA,17260.53,204,"Junin",0,"TECNICA",11,0,0,"Media o menos","Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",21,3626,NA,12,900,720,602.64,156,"Lima",0,"TECNICA",20,720,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,23,"FAMILIAR",27,5329,61,12,2450,2250,5274.35,205,"Lima",4,"TECNICA",61,2250,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,2,"FAMILIAR",32,4690,NA,12,894.65,NA,1518.81,175,"Lima",0,"TECNICA",20,0,0,"Media o menos","No Propia","Lima",FALSE,FALSE,FALSE
0,1,"FAMILIAR",28,5209,NA,1,1900,2429,4882.17,161,"Lambayeque",1,"UNIVERSITARIA",20,2429,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"PROPIA",40,4083,119,12,5200,30770,4627.65,224,"Lima",2,"UNIVERSITARIA",119,30770,0,"Alta","Propia","Lima",TRUE,TRUE,FALSE
0,2,"FAMILIAR",35,6425,40,12,3200,983.76,9011.3,187,"Ancash",0,"TECNICA",40,983.76,0,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,5,"FAMILIAR",28,3595,76,0,3500,4843.53,37.61,175,"Junin",0,"UNIVERSITARIA",76,4843.53,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",29,5666,22,12,1131.17,NA,475.69,186,"Piura",0,"TECNICA",22,0,0,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,1,"FAMILIAR",32,4083,NA,12,1874.7,8445,5747.96,188,"La Libertad",0,"UNIVERSITARIA",20,8445,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",26,4448,NA,12,2000,NA,2124.88,174,"Ica",0,"TECNICA",20,0,0,"Media o menos","No Propia","OTRAS",FALSE,FALSE,FALSE
0,0,"FAMILIAR",22,4205,19,12,2100,1000,4814.01,190,"Ica",0,"UNIVERSITARIA",19,1000,0,"Alta","No Propia","OTRAS",FALSE,FALSE,FALSE
